,Orientation,Parent,Fluor,PWM,Window_size,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with
4358,bottom,20,RFP,minus35,6,0.8803036545823557,"[89, 95]",4313,18,1.0,1.0
4359,bottom,20,RFP,minus35,6,0.9305898005094655,"[93, 99]",305,4026,1.0,1.0
4360,bottom,20,RFP,minus35,6,0.3948344848970481,"[94, 100]",4320,11,1.0,1.0
4361,bottom,20,RFP,minus35,6,0.25461286023738183,"[101, 107]",4296,35,1.0,1.0
4362,bottom,20,RFP,minus35,6,0.3057914121717654,"[102, 108]",351,3980,1.0,1.0
4363,bottom,20,RFP,minus35,6,0.9229863716928002,"[112, 118]",277,4054,1.0,1.0
4364,bottom,20,RFP,minus35,6,0.39746286767903405,"[123, 129]",228,4103,1.0,1.0
4365,bottom,20,RFP,minus35,6,0.6652483643741128,"[138, 144]",4311,20,1.0,1.0
4366,bottom,20,RFP,minus35,6,0.7201368973529884,"[139, 145]",4300,31,1.0,1.0
4367,bottom,20,RFP,minus35,6,0.303288521994327,"[140, 146]",4319,12,1.0,1.0
4368,bottom,4,GFP,minus10,6,0.17578581463472354,"[7, 13]",4199,13,1.0153061224489797,1.0
4369,bottom,4,GFP,minus10,6,0.6583954225696206,"[9, 15]",4186,26,1.0152093453620172,1.0113461538461537
4370,bottom,4,GFP,minus10,6,0.24073509264529935,"[10, 16]",4187,25,1.0153061224489797,1.0
4371,bottom,4,GFP,minus10,6,0.0016317521960526166,"[15, 21]",4195,17,1.015384615384615,1.0
4372,bottom,4,GFP,minus10,6,0.007986313435307825,"[34, 40]",4195,17,1.015384615384615,1.0
4373,bottom,4,GFP,minus10,6,0.5461719645516078,"[39, 45]",4202,10,1.0151515151515151,1.0496031746031744
4374,bottom,4,GFP,minus10,6,0.16021990702075317,"[45, 51]",4200,12,1.0153453689167975,1.0
4375,bottom,4,GFP,minus10,6,0.5750339842302954,"[48, 54]",4192,20,1.0151515151515151,1.016310506718472
4376,bottom,4,GFP,minus10,6,0.5259747862005655,"[50, 56]",241,3971,1.0076923076923077,1.015759312320917
4377,bottom,4,GFP,minus10,6,0.10730895649275826,"[59, 65]",223,3989,1.0,1.0161290322580645
4378,bottom,4,GFP,minus10,6,0.19768197195106796,"[61, 67]",4197,15,1.0153061224489797,1.0
4379,bottom,4,GFP,minus10,6,0.7885796049318191,"[67, 73]",4195,17,1.0151515151515151,1.009090909090909
4380,bottom,4,GFP,minus10,6,0.8542436247402991,"[70, 76]",4197,15,1.0151515151515151,1.0113636363636365
4381,bottom,4,GFP,minus10,6,0.15267333667422406,"[74, 80]",4194,18,1.0152866490107493,1.0
4382,bottom,4,GFP,minus10,6,0.42043599204368587,"[76, 82]",273,3939,1.0121457489878545,1.015384615384615
4383,bottom,4,GFP,minus10,6,0.0689992981215948,"[84, 90]",484,3728,1.0,1.0165745856353592
4384,bottom,4,GFP,minus10,6,0.30980250143631405,"[87, 93]",4193,19,1.015384615384615,1.0
4385,bottom,4,GFP,minus10,6,0.5209677697382225,"[103, 109]",4197,15,1.0151515151515151,1.0
4386,bottom,4,GFP,minus10,6,0.32533980679340313,"[108, 114]",4198,14,1.0152093453620172,1.0021505376344086
4387,bottom,4,GFP,minus10,6,0.002444068753426116,"[109, 115]",4198,14,1.015,1.1226533166458073
4388,bottom,4,GFP,minus10,6,0.01648863708726136,"[113, 119]",4154,58,1.015625,1.0
4389,bottom,4,GFP,minus10,6,0.7355162504992439,"[116, 122]",4185,27,1.0151515151515151,1.0091743119266054
4390,bottom,4,GFP,minus10,6,0.8126988730685258,"[119, 125]",4189,23,1.015267175572519,1.0
4391,bottom,4,GFP,minus10,6,0.842940025078494,"[121, 127]",4174,38,1.0151229273870783,1.019625289167959
4392,bottom,4,GFP,minus10,6,0.48990302018591547,"[126, 132]",4163,49,1.015384615384615,1.0
4393,bottom,4,GFP,minus10,6,0.5876877114056898,"[127, 133]",4201,11,1.0151515151515151,1.0
4394,bottom,4,GFP,minus10,6,0.6155051852964615,"[141, 147]",4201,11,1.0151515151515151,1.009009009009009
4395,bottom,4,GFP,minus10,6,0.6368827100033232,"[144, 150]",4145,67,1.0151515151515151,1.0198675496688745
4396,bottom,4,GFP,minus35,6,0.20596250629700386,"[2, 8]",4155,57,1.0153061224489797,1.0
4397,bottom,4,GFP,minus35,6,0.8218249810610221,"[7, 13]",4200,12,1.0151515151515151,1.0235046561604584
4398,bottom,4,GFP,minus35,6,0.14804532744240884,"[14, 20]",4166,46,1.0149946466809423,1.0509604357798166
4399,bottom,4,GFP,minus35,6,0.8105706919713095,"[18, 24]",4181,31,1.0151515151515151,1.031746031746032
4400,bottom,4,GFP,minus35,6,0.6839401507432692,"[30, 36]",256,3956,1.0116515837104072,1.0153453689167975
4401,bottom,4,GFP,minus35,6,0.4178780250120645,"[38, 44]",4157,55,1.0153061224489797,1.0
4402,bottom,4,GFP,minus35,6,0.022587457058421707,"[39, 45]",4196,16,1.015384615384615,1.0
4403,bottom,4,GFP,minus35,6,7.045599166496776e-07,"[53, 59]",252,3960,1.0,1.0169622305921742
4404,bottom,4,GFP,minus35,6,0.28368077476928866,"[54, 60]",4188,24,1.0153453689167975,1.0040363269424823
4405,bottom,4,GFP,minus35,6,0.00032203499067716553,"[57, 63]",289,3923,1.0,1.0166840458811262
4406,bottom,4,GFP,minus35,6,0.4961996658629242,"[58, 64]",4157,55,1.0151515151515151,1.0078740157480317
4407,bottom,4,GFP,minus35,6,0.005984697677648327,"[63, 69]",257,3955,1.0,1.0164383561643835
4408,bottom,4,GFP,minus35,6,0.7743053653377154,"[70, 76]",4197,15,1.0151515151515151,1.0169491525423728
4409,bottom,4,GFP,minus35,6,0.8191451709940987,"[71, 77]",4199,13,1.0151515151515151,1.0
4410,bottom,4,GFP,minus35,6,0.3699491694877438,"[78, 84]",4090,122,1.015384615384615,1.0034965034965035
4411,bottom,4,GFP,minus35,6,0.6909865216022308,"[82, 88]",4198,14,1.0151515151515151,1.0377574370709381
4412,bottom,4,GFP,minus35,6,0.016794631838174156,"[94, 100]",4196,16,1.015384615384615,1.0
4413,bottom,4,GFP,minus35,6,0.34318654124259296,"[103, 109]",437,3775,1.009433962264151,1.015759312320917
4414,bottom,4,GFP,minus35,6,0.2615837012208462,"[107, 113]",4202,10,1.0152093453620172,1.0
4415,bottom,4,GFP,minus35,6,0.002862841132945162,"[108, 114]",4102,110,1.0160966446430884,1.0
4416,bottom,4,GFP,minus35,6,0.06030241306242011,"[112, 118]",4153,59,1.015625,1.0
4417,bottom,4,GFP,minus35,6,0.1093262594687233,"[118, 124]",4193,19,1.0153061224489797,1.0
4418,bottom,4,GFP,minus35,6,0.05345986227000281,"[119, 125]",4190,22,1.015384615384615,1.0
4419,bottom,4,GFP,minus35,6,0.015596791747069199,"[121, 127]",4198,14,1.015384615384615,1.0
4420,bottom,4,GFP,minus35,6,0.8153397730656584,"[124, 130]",418,3794,1.0129870129870129,1.0153453689167975
4421,bottom,4,GFP,minus35,6,0.377138677154779,"[125, 131]",4165,47,1.015384615384615,1.0
4422,bottom,4,GFP,minus35,6,0.5876877114056898,"[126, 132]",4201,11,1.0151515151515151,1.0
4423,bottom,4,GFP,minus35,6,0.006510130443813565,"[137, 143]",4176,36,1.0155444587628866,1.0
4424,bottom,4,RFP,minus10,6,7.187625790795742e-06,"[7, 13]",4199,13,1.090128755364807,3.583333333333333
4425,bottom,4,RFP,minus10,6,0.458642190421957,"[9, 15]",4186,26,1.090398245803672,1.136849132176235
4426,bottom,4,RFP,minus10,6,0.5350945946951445,"[10, 16]",4187,25,1.0909090909090908,1.0247349823321554
4427,bottom,4,RFP,minus10,6,0.2096224622577375,"[15, 21]",4195,17,1.0909090909090908,1.0521739130434782
4428,bottom,4,RFP,minus10,6,0.09829923390778988,"[34, 40]",4195,17,1.0909090909090908,1.3529411764705883
4429,bottom,4,RFP,minus10,6,0.07220574438487294,"[39, 45]",4202,10,1.0909090909090908,1.0
4430,bottom,4,RFP,minus10,6,0.09864384844788193,"[45, 51]",4200,12,1.090225668004984,1.2665534804753822
4431,bottom,4,RFP,minus10,6,0.2081961009508555,"[48, 54]",4192,20,1.0909090909090908,1.0701970443349753
4432,bottom,4,RFP,minus10,6,3.259089101386977e-06,"[50, 56]",241,3971,1.2857142857142858,1.0833333333333333
4433,bottom,4,RFP,minus10,6,0.3644527334810912,"[59, 65]",223,3989,1.103448275862069,1.0891089108910892
4434,bottom,4,RFP,minus10,6,0.19978010053373474,"[61, 67]",4197,15,1.0909090909090908,1.0179640718562877
4435,bottom,4,RFP,minus10,6,0.8660051776868026,"[67, 73]",4195,17,1.0909090909090908,1.0909090909090908
4436,bottom,4,RFP,minus10,6,0.32072060053572393,"[70, 76]",4197,15,1.0909090909090908,1.0175438596491229
4437,bottom,4,RFP,minus10,6,0.0892306665038701,"[74, 80]",4194,18,1.0909090909090908,1.0275661587810747
4438,bottom,4,RFP,minus10,6,0.002583206108213761,"[76, 82]",273,3939,1.05,1.0948275862068966
4439,bottom,4,RFP,minus10,6,5.583879935296912e-43,"[84, 90]",484,3728,1.0,1.1154957759004
4440,bottom,4,RFP,minus10,6,0.013394293974349684,"[87, 93]",4193,19,1.0909090909090908,1.0256410256410255
4441,bottom,4,RFP,minus10,6,0.40372492840613927,"[103, 109]",4197,15,1.0909090909090908,1.0707070707070707
4442,bottom,4,RFP,minus10,6,0.5189183317199558,"[108, 114]",4198,14,1.0909090909090908,1.2152631578947368
4443,bottom,4,RFP,minus10,6,0.8688798554379551,"[109, 115]",4198,14,1.0909090909090908,1.112406216505895
4444,bottom,4,RFP,minus10,6,0.024418465272098098,"[113, 119]",4154,58,1.0909090909090908,1.0196578085183838
4445,bottom,4,RFP,minus10,6,0.015231018348605924,"[116, 122]",4185,27,1.0909090909090908,1.0
4446,bottom,4,RFP,minus10,6,0.0034123208562807724,"[119, 125]",4189,23,1.0909090909090908,1.0
4447,bottom,4,RFP,minus10,6,0.6276589727639608,"[121, 127]",4174,38,1.0909090909090908,1.0688854489164088
4448,bottom,4,RFP,minus10,6,7.79361279713974e-34,"[126, 132]",4163,49,1.0869565217391304,3.077039274924472
4449,bottom,4,RFP,minus10,6,0.0712153347661584,"[127, 133]",4201,11,1.0909090909090908,1.0384615384615383
4450,bottom,4,RFP,minus10,6,0.08083381064128638,"[141, 147]",4201,11,1.0909090909090908,1.0129032258064516
4451,bottom,4,RFP,minus10,6,0.20758964422641046,"[144, 150]",4145,67,1.0903225806451613,1.1666666666666667
4452,bottom,4,RFP,minus35,6,0.13085096067971547,"[2, 8]",4155,57,1.0909090909090908,1.0535714285714286
4453,bottom,4,RFP,minus35,6,0.12164441783157683,"[7, 13]",4200,12,1.0909090909090908,1.0150000000000001
4454,bottom,4,RFP,minus35,6,0.015280865055054854,"[14, 20]",4166,46,1.0889988998899889,1.1794871794871795
4455,bottom,4,RFP,minus35,6,0.17571769513894564,"[18, 24]",4181,31,1.0904739109621828,1.2222222222222223
4456,bottom,4,RFP,minus35,6,0.36413952436653485,"[30, 36]",256,3956,1.085144927536232,1.0909090909090908
4457,bottom,4,RFP,minus35,6,0.43058907566383864,"[38, 44]",4157,55,1.0904739109621828,1.137931034482759
4458,bottom,4,RFP,minus35,6,0.019915793581068895,"[39, 45]",4196,16,1.090225668004984,1.2835877862595422
4459,bottom,4,RFP,minus35,6,4.431132551015531e-08,"[53, 59]",252,3960,1.3125,1.0833333333333333
4460,bottom,4,RFP,minus35,6,0.08338522809951102,"[54, 60]",4188,24,1.0900643776824035,1.308502024291498
4461,bottom,4,RFP,minus35,6,3.4208236779819646e-06,"[57, 63]",289,3923,1.206896551724138,1.0857142857142856
4462,bottom,4,RFP,minus35,6,0.6219292603873341,"[58, 64]",4157,55,1.0904739109621828,1.25
4463,bottom,4,RFP,minus35,6,0.2633556489583244,"[63, 69]",257,3955,1.1111111111111112,1.0886075949367089
4464,bottom,4,RFP,minus35,6,0.399602943339346,"[70, 76]",4197,15,1.0909090909090908,1.065217391304348
4465,bottom,4,RFP,minus35,6,0.5525790797309635,"[71, 77]",4199,13,1.0909090909090908,1.065217391304348
4466,bottom,4,RFP,minus35,6,0.0010169742058338627,"[78, 84]",4090,122,1.0913729128014842,1.0429512516469037
4467,bottom,4,RFP,minus35,6,0.005865711946150584,"[82, 88]",4198,14,1.0909090909090908,1.0
4468,bottom,4,RFP,minus35,6,0.09046406848553648,"[94, 100]",4196,16,1.0909090909090908,1.0060240963855422
4469,bottom,4,RFP,minus35,6,4.3252505345213956e-17,"[103, 109]",437,3775,1.017391304347826,1.105263157894737
4470,bottom,4,RFP,minus35,6,0.6941393310716786,"[107, 113]",4202,10,1.0909090909090908,1.0445872061235648
4471,bottom,4,RFP,minus35,6,0.004733480549870753,"[108, 114]",4102,110,1.0886586361780317,1.186734693877551
4472,bottom,4,RFP,minus35,6,0.5302422353450482,"[112, 118]",4153,59,1.0904739109621828,1.125
4473,bottom,4,RFP,minus35,6,0.000290582119298349,"[118, 124]",4193,19,1.0909090909090908,1.0
4474,bottom,4,RFP,minus35,6,7.051728892059725e-05,"[119, 125]",4190,22,1.0909090909090908,1.0
4475,bottom,4,RFP,minus35,6,0.0060485802890882815,"[121, 127]",4198,14,1.0909090909090908,1.0036958817317845
4476,bottom,4,RFP,minus35,6,2.18712412302986e-25,"[124, 130]",418,3794,1.0076090306672831,1.108108108108108
4477,bottom,4,RFP,minus35,6,0.06609193205848327,"[125, 131]",4165,47,1.0909090909090908,1.0240963855421688
4478,bottom,4,RFP,minus35,6,0.0712153347661584,"[126, 132]",4201,11,1.0909090909090908,1.0384615384615383
4479,bottom,4,RFP,minus35,6,0.022769658209539228,"[137, 143]",4176,36,1.0900643776824035,1.4495798319327733
4480,bottom,76,GFP,minus10,6,0.41863923176423967,"[9, 15]",3943,14,1.0,1.0
4481,bottom,76,GFP,minus10,6,0.5579765279709468,"[24, 30]",3945,12,1.0,1.0
4482,bottom,76,GFP,minus10,6,0.3767832984515055,"[25, 31]",344,3613,1.0,1.0
4483,bottom,76,GFP,minus10,6,0.5895664304216222,"[26, 32]",3941,16,1.0,1.0
4484,bottom,76,GFP,minus10,6,0.038881618991350286,"[35, 41]",3943,14,1.0,1.0405426507905524
4485,bottom,76,GFP,minus10,6,0.3954434176427839,"[38, 44]",3945,12,1.0,1.0
4486,bottom,76,GFP,minus10,6,0.7371692481899685,"[40, 46]",3946,11,1.0,1.0
4487,bottom,76,GFP,minus10,6,0.9318041862458368,"[45, 51]",3945,12,1.0,1.0091575091575091
4488,bottom,76,GFP,minus10,6,0.020462232176146157,"[49, 55]",3947,10,1.0,1.0757894736842106
4489,bottom,76,GFP,minus10,6,0.16429823951337352,"[51, 57]",320,3637,1.0,1.0
4490,bottom,76,GFP,minus10,6,0.14002123776647718,"[72, 78]",3944,13,1.0,1.0
4491,bottom,76,GFP,minus10,6,0.38929801470016134,"[75, 81]",326,3631,1.0,1.0
4492,bottom,76,GFP,minus10,6,0.015534003868809739,"[82, 88]",3947,10,1.0,1.0323818353980903
4493,bottom,76,GFP,minus10,6,0.22745462235934755,"[88, 94]",295,3662,1.0,1.0
4494,bottom,76,GFP,minus10,6,0.8658006842329666,"[94, 100]",3837,120,1.0,1.0
4495,bottom,76,GFP,minus10,6,0.24944169465018362,"[99, 105]",283,3674,1.0,1.0
4496,bottom,76,GFP,minus10,6,0.3195614138995294,"[106, 112]",142,3815,1.0,1.0
4497,bottom,76,GFP,minus10,6,0.8727884203634593,"[109, 115]",161,3796,1.0,1.0
4498,bottom,76,GFP,minus10,6,0.052423105981527274,"[112, 118]",219,3738,1.0,1.0
4499,bottom,76,GFP,minus10,6,0.9830698348552128,"[125, 131]",3945,12,1.0,1.0094830255601845
4500,bottom,76,GFP,minus10,6,4.832206892664129e-07,"[131, 137]",161,3796,1.0,1.0
4501,bottom,76,GFP,minus10,6,0.023514399988580004,"[136, 142]",228,3729,1.0,1.0
4502,bottom,76,GFP,minus35,6,0.16755412949447446,"[11, 17]",378,3579,1.0,1.0
4503,bottom,76,GFP,minus35,6,0.3067020886908338,"[12, 18]",3946,11,1.0,1.0
4504,bottom,76,GFP,minus35,6,0.7206271973723922,"[13, 19]",3946,11,1.0,1.007155635062612
4505,bottom,76,GFP,minus35,6,0.0729361474196825,"[28, 34]",3939,18,1.0,1.0
4506,bottom,76,GFP,minus35,6,0.33417600060593644,"[32, 38]",3945,12,1.0,1.0
4507,bottom,76,GFP,minus35,6,0.33280639093167574,"[42, 48]",241,3716,1.0,1.0
4508,bottom,76,GFP,minus35,6,0.0826682536966653,"[45, 51]",411,3546,1.0,1.0
4509,bottom,76,GFP,minus35,6,0.4793340859804428,"[46, 52]",3947,10,1.0,1.0
4510,bottom,76,GFP,minus35,6,0.3962412318082409,"[48, 54]",3946,11,1.0,1.0120481927710845
4511,bottom,76,GFP,minus35,6,0.429390555305601,"[49, 55]",367,3590,1.0,1.0
4512,bottom,76,GFP,minus35,6,0.4678729459849674,"[50, 56]",3935,22,1.0,1.0100234138659814
4513,bottom,76,GFP,minus35,6,0.0001113295594607384,"[55, 61]",370,3587,1.0,1.0
4514,bottom,76,GFP,minus35,6,0.060912549842878964,"[72, 78]",253,3704,1.0,1.0
4515,bottom,76,GFP,minus35,6,0.0020066915816172952,"[77, 83]",3946,11,1.0,1.064516129032258
4516,bottom,76,GFP,minus35,6,0.006033429204524169,"[78, 84]",3946,11,1.0,1.0256410256410255
4517,bottom,76,GFP,minus35,6,0.5353515165908257,"[79, 85]",399,3558,1.0,1.0
4518,bottom,76,GFP,minus35,6,0.3743208149312891,"[93, 99]",334,3623,1.0,1.0
4519,bottom,76,GFP,minus35,6,0.6868101116869896,"[97, 103]",3945,12,1.0,1.0029347248641887
4520,bottom,76,GFP,minus35,6,0.0632140285992697,"[98, 104]",3937,20,1.0,1.0
4521,bottom,76,GFP,minus35,6,0.00019072780043582834,"[104, 110]",265,3692,1.0,1.0
4522,bottom,76,GFP,minus35,6,0.007486963676509178,"[105, 111]",3936,21,1.0,1.0
4523,bottom,76,GFP,minus35,6,0.6896320555773102,"[110, 116]",3942,15,1.0,1.0
4524,bottom,76,GFP,minus35,6,0.8506365426110984,"[117, 123]",3937,20,1.0,1.0
4525,bottom,76,GFP,minus35,6,0.0005428630940529158,"[130, 136]",262,3695,1.0,1.0
4526,bottom,76,RFP,minus10,6,0.528431158352757,"[9, 15]",3943,14,1.0,1.0
4527,bottom,76,RFP,minus10,6,0.6325983059044611,"[24, 30]",3945,12,1.0,1.0
4528,bottom,76,RFP,minus10,6,0.9925695292810836,"[25, 31]",344,3613,1.0,1.0
4529,bottom,76,RFP,minus10,6,0.9469104608420161,"[26, 32]",3941,16,1.0,1.0
4530,bottom,76,RFP,minus10,6,0.013930505635352565,"[35, 41]",3943,14,1.0,1.0
4531,bottom,76,RFP,minus10,6,0.25643201783296043,"[38, 44]",3945,12,1.0,1.0
4532,bottom,76,RFP,minus10,6,0.09271009533394182,"[40, 46]",3946,11,1.0,1.0
4533,bottom,76,RFP,minus10,6,0.8733401785497601,"[45, 51]",3945,12,1.0,1.0
4534,bottom,76,RFP,minus10,6,0.10897681334561604,"[49, 55]",3947,10,1.0,1.0
4535,bottom,76,RFP,minus10,6,0.6201692080732784,"[51, 57]",320,3637,1.0,1.0
4536,bottom,76,RFP,minus10,6,0.7662654314436047,"[72, 78]",3944,13,1.0,1.0
4537,bottom,76,RFP,minus10,6,0.7661899340494149,"[75, 81]",326,3631,1.0,1.0
4538,bottom,76,RFP,minus10,6,0.345774334424618,"[82, 88]",3947,10,1.0,1.0
4539,bottom,76,RFP,minus10,6,0.03883728824104365,"[88, 94]",295,3662,1.0,1.0
4540,bottom,76,RFP,minus10,6,0.760249664464394,"[94, 100]",3837,120,1.0,1.0
4541,bottom,76,RFP,minus10,6,0.8981342632873721,"[99, 105]",283,3674,1.0,1.0
4542,bottom,76,RFP,minus10,6,0.41693154912480035,"[106, 112]",142,3815,1.0,1.0
4543,bottom,76,RFP,minus10,6,3.341479246217062e-06,"[109, 115]",161,3796,1.0,1.0
4544,bottom,76,RFP,minus10,6,0.570010694425579,"[112, 118]",219,3738,1.0,1.0
4545,bottom,76,RFP,minus10,6,0.35077293027705236,"[125, 131]",3945,12,1.0,1.0
4546,bottom,76,RFP,minus10,6,0.02361516340433639,"[131, 137]",161,3796,1.0,1.0
4547,bottom,76,RFP,minus10,6,0.06137589264041055,"[136, 142]",228,3729,1.0,1.0
4548,bottom,76,RFP,minus35,6,0.0033072233983542556,"[11, 17]",378,3579,1.0,1.0
4549,bottom,76,RFP,minus35,6,0.5855003055458078,"[12, 18]",3946,11,1.0,1.0
4550,bottom,76,RFP,minus35,6,0.22678034770033983,"[13, 19]",3946,11,1.0,1.0
4551,bottom,76,RFP,minus35,6,0.3322117201936613,"[28, 34]",3939,18,1.0,1.0
4552,bottom,76,RFP,minus35,6,0.33253840584433736,"[32, 38]",3945,12,1.0,1.0
4553,bottom,76,RFP,minus35,6,0.2458411714755545,"[42, 48]",241,3716,1.0,1.0
4554,bottom,76,RFP,minus35,6,0.4734335072312592,"[45, 51]",411,3546,1.0,1.0
4555,bottom,76,RFP,minus35,6,0.31789386435658795,"[46, 52]",3947,10,1.0,1.0
4556,bottom,76,RFP,minus35,6,0.014635359088418577,"[48, 54]",3946,11,1.0,1.0026881720430108
4557,bottom,76,RFP,minus35,6,0.7607318718625802,"[49, 55]",367,3590,1.0,1.0
4558,bottom,76,RFP,minus35,6,0.8018355480023125,"[50, 56]",3935,22,1.0,1.0
4559,bottom,76,RFP,minus35,6,0.930417055514412,"[55, 61]",370,3587,1.0,1.0
4560,bottom,76,RFP,minus35,6,0.38539030765939375,"[72, 78]",253,3704,1.0,1.0
4561,bottom,76,RFP,minus35,6,0.47436243720640625,"[77, 83]",3946,11,1.0,1.0
4562,bottom,76,RFP,minus35,6,0.47436243720640625,"[78, 84]",3946,11,1.0,1.0
4563,bottom,76,RFP,minus35,6,0.694897316827428,"[79, 85]",399,3558,1.0,1.0
4564,bottom,76,RFP,minus35,6,0.6330102227232948,"[93, 99]",334,3623,1.0,1.0
4565,bottom,76,RFP,minus35,6,0.742139513071057,"[97, 103]",3945,12,1.0,1.0
4566,bottom,76,RFP,minus35,6,0.2671225324919769,"[98, 104]",3937,20,1.0,1.0
4567,bottom,76,RFP,minus35,6,0.367858372352577,"[104, 110]",265,3692,1.0,1.0
4568,bottom,76,RFP,minus35,6,0.4261312257319483,"[105, 111]",3936,21,1.0,1.0
4569,bottom,76,RFP,minus35,6,0.04853293114915429,"[110, 116]",3942,15,1.0,1.0
4570,bottom,76,RFP,minus35,6,0.7045817868665902,"[117, 123]",3937,20,1.0,1.0
4571,bottom,76,RFP,minus35,6,0.13589812751722413,"[130, 136]",262,3695,1.0,1.0
4572,bottom,11,GFP,minus10,6,0.1016918561075429,"[6, 12]",109,3567,1.019736842105263,1.015625
4573,bottom,11,GFP,minus10,6,0.5736097437876173,"[11, 17]",3661,15,1.015686274509804,1.013655462184874
4574,bottom,11,GFP,minus10,6,0.13556032141852942,"[22, 28]",3664,12,1.0157325619169901,1.007765125413451
4575,bottom,11,GFP,minus10,6,0.10254628458885244,"[25, 31]",3663,13,1.015625,1.0625
4576,bottom,11,GFP,minus10,6,0.991747378171878,"[27, 33]",3660,16,1.0156658230436895,1.0157997213390018
4577,bottom,11,GFP,minus10,6,0.009002431749890653,"[32, 38]",3664,12,1.0157568986309142,1.0
4578,bottom,11,GFP,minus10,6,0.07649500598907062,"[53, 59]",3629,47,1.0158450704225352,1.007462686567164
4579,bottom,11,GFP,minus10,6,0.27354535212354547,"[56, 62]",160,3516,1.012533405795656,1.0158590431477754
4580,bottom,11,GFP,minus10,6,0.7882418109300957,"[58, 64]",274,3402,1.0155350800113858,1.0156965403962634
4581,bottom,11,GFP,minus10,6,4.5109269522573366e-05,"[67, 73]",140,3536,1.020737986270023,1.015384615384615
4582,bottom,11,GFP,minus10,6,0.34544265953164643,"[91, 97]",3652,24,1.0157325619169901,1.006865721997301
4583,bottom,11,GFP,minus10,6,0.7928931664306256,"[93, 99]",3661,15,1.015686274509804,1.011336032388664
4584,bottom,11,GFP,minus10,6,0.8880676478532066,"[99, 105]",3665,11,1.015686274509804,1.0124653739612188
4585,bottom,11,GFP,minus10,6,0.6393189625732962,"[107, 113]",3659,17,1.0157068062827226,1.009933774834437
4586,bottom,11,GFP,minus10,6,0.09763378278853194,"[109, 115]",3661,15,1.0157170923379175,1.0116279069767442
4587,bottom,11,GFP,minus10,6,0.09416943484169801,"[134, 140]",89,3587,1.0263157894736843,1.015384615384615
4588,bottom,11,GFP,minus10,6,0.014316877425328958,"[136, 142]",58,3618,1.0023877364941873,1.0158276735511884
4589,bottom,11,GFP,minus10,6,0.8230803953046066,"[139, 145]",44,3632,1.01143848751407,1.0156965403962634
4590,bottom,11,GFP,minus10,6,0.898389510089002,"[142, 148]",47,3629,1.0142322097378278,1.015686274509804
4591,bottom,11,GFP,minus35,6,0.4759171183013222,"[4, 10]",3663,13,1.015645371577575,1.0174825174825175
4592,bottom,11,GFP,minus35,6,2.156135838323437e-06,"[5, 11]",267,3409,1.024822695035461,1.0148247978436655
4593,bottom,11,GFP,minus35,6,7.357018128020455e-06,"[24, 30]",3641,35,1.015384615384615,1.0634045485871813
4594,bottom,11,GFP,minus35,6,0.026329888517963702,"[27, 33]",187,3489,1.021505376344086,1.015384615384615
4595,bottom,11,GFP,minus35,6,0.08303992249867123,"[41, 47]",3661,15,1.0157657657657655,1.0049875311720695
4596,bottom,11,GFP,minus35,6,0.9035696130035699,"[55, 61]",3597,79,1.015686274509804,1.015625
4597,bottom,11,GFP,minus35,6,0.22708703733687285,"[62, 68]",3665,11,1.0157068062827226,1.0087976539589445
4598,bottom,11,GFP,minus35,6,4.706828228050264e-09,"[66, 72]",3611,65,1.015384615384615,1.15
4599,bottom,11,GFP,minus35,6,0.1170256604214445,"[67, 73]",3665,11,1.015625,1.0327868852459017
4600,bottom,11,GFP,minus35,6,0.5815071964133953,"[89, 95]",3657,19,1.015686274509804,1.0154639175257731
4601,bottom,11,GFP,minus35,6,5.801194997723817e-09,"[90, 96]",362,3314,1.0073613481806605,1.0166666666666666
4602,bottom,11,GFP,minus35,6,0.34544265953164643,"[96, 102]",3652,24,1.0157325619169901,1.006865721997301
4603,bottom,11,GFP,minus35,6,0.07122920943483886,"[97, 103]",3648,28,1.015769318214113,1.008406162006456
4604,bottom,11,GFP,minus35,6,0.6906792587205353,"[118, 124]",3659,17,1.015625,1.0189982728842832
4605,bottom,11,GFP,minus35,6,0.0076261006978255545,"[119, 125]",3666,10,1.015625,1.2083333333333335
4606,bottom,11,GFP,minus35,6,0.36349584390200407,"[141, 147]",3647,29,1.015625,1.024822695035461
4607,bottom,11,RFP,minus10,6,0.06941430785400275,"[6, 12]",109,3567,1.7,1.625
4608,bottom,11,RFP,minus10,6,0.0006650547601630591,"[11, 17]",3661,15,1.625,1.9230769230769231
4609,bottom,11,RFP,minus10,6,0.19733489913254032,"[22, 28]",3664,12,1.625,1.8579545454545454
4610,bottom,11,RFP,minus10,6,0.714499580987872,"[25, 31]",3663,13,1.625,1.6862745098039216
4611,bottom,11,RFP,minus10,6,0.40940673659597215,"[27, 33]",3660,16,1.625,1.734511008704557
4612,bottom,11,RFP,minus10,6,0.5157021250982438,"[32, 38]",3664,12,1.625,1.74450146627566
4613,bottom,11,RFP,minus10,6,0.16027615005782536,"[53, 59]",3629,47,1.625,1.75
4614,bottom,11,RFP,minus10,6,0.146653157276144,"[56, 62]",160,3516,1.7,1.625
4615,bottom,11,RFP,minus10,6,0.0005314727223529832,"[58, 64]",274,3402,1.75,1.619047619047619
